phonemes,prediction,ground_truth,time_ms,tokens_in,tokens_out
IH T  |  D AH Z  |  N AA T  |  S T R IH L  |  HH AE Z  |  M AH CH  |  AE Z  |  AY  |  R IH M EH M B ER  |  W AY L  |  D R UH R IH NG  |  AH P  | ,It does not still has much as I remember while growing up.,It does not snow as much as I remember while growing up.,919.75,136,13
W IY  |  JH AH F  |  TH R UW  |  EH L K AH HH OW M AH  |  S IH T IY  | ,We drove through Oklahoma City.,We drove through Oklahoma City.,810.85,98,6
AE F T ER  |  K R AH S AH M EY SH AH N  |  DH AH  |  T UW D IY N Z  |  W IH L  |  G OW  |  AA N  |  T UW  |  AH  |  F ER AY AH T IY  |  AH V  |  K AA L AH S IH Z  | ,After consummation the two genes will go on to a variety of courses.,"After graduation, the students will go on to a variety of colleges.",852.59,145,15
IH T S  |  S T IH L  |  IH N  |  G R EY T  |  S EY M  | ,It's still in great shape.,It's still in great shape.,791.61,91,6
DH AH  |  M IH L AH T IH R IY  |  HH AE Z  |  AH  |  S T R AH NG  |  P R EH Z AH N Z  |  IH N  |  DH AH  |  P ER ZH AH N  |  K AO AA L  | ,The military has a strong presence in the Persian Gulf.,The military has a strong presence in the Persian Gulf.,824.25,131,11
DH AE T  |  IH Z  |  P IY M  |  K AH M P AE R D  |  T UW  |  W ER K  |  AH  |  T IH S AH L IY  |  B AY  | ,"That is peanuts compared to work or tuition, boy.",That is cheap compared to what I usually buy.,821.67,118,11
AA N  |  DH AH  |  AH DH ER  |  HH AW D  |  AY  |  AE M  |  K W AY T  |  G UH D  | ,"On the other hand, I am quite good.","On the other hand, I am quite good.",902.93,104,10
AY  |  L AH V  |  DH IH S  |  K AH N T R IY  |  S OW  |  M AH CH  | ,I love this country so much.,I love this country so much.,686.61,97,7
Y UW  |  G EH T  |  DH AH  |  P OY N T  | ,You get the point.,You get the point.,636.16,84,5
W ER  |  Y UW  |  T AO R AH NG  |  B IY  |  F R AH M  |  T EH K S AH S  | ,Were you born or from Texas?,Were you calling me from Texas?,849.39,100,7
AY  |  L AH V  |  IH N T IY IH NG  |  P IH K AO R Z  |  B AY  | ,"I love Indian pickles, boy!",I love eating pecan pie.,719.05,94,8
W IY  |  W EH N T  |  T UW  |  D UW  |  S IY  |  DH AH  |  L AH V AH L AH  |  P OY N T  |  TH R IY  | ,We went to see the movie Point Three.,We went to go see The Godfather Part Three.,915.03,118,9
IH T  |  IH Z  |  T R EY JH  |  IH N AH F  | ,It is strange enough.,It is strange enough.,724.38,85,5
AY  |  TH IH NG K  |  IH T S  |  R IH L AH V IH N Z  |  IH Z  |  P R IH T IY  |  R IH B AH T IH T  | ,I think its relevance is pretty robust.,I think its relevance is pretty limited.,719.56,112,8
K EY M  |  AH  |  F ER S T  |  T UW  |  DH AH  |  R EH S EH S  | ,Came a first to the recess.,Give a voice to the voiceless!,967.43,95,8
AY  |  G EH S  |  W AH T  |  Y UW  |  HH AE V  |  T UW  |  D UW  |  IH Z  |  JH AH S T  |  R IH L AE K S  | ,I guess what you have to do is just relax.,I guess what you have to do is just relax.,767.63,119,11
AY  |  TH IH NG K  |  DH AE T S  |  AH  |  R IH L IY  |  EH N JH AH S T IY  |  R EY JH AH N  | ,I think that's a really interesting region.,I think that's a really interesting question.,759.26,111,8
AY  |  TH IH NG K  |  T EH S AH N  |  HH OW M P Z  |  K AH N  |  B IY  |  G UH D  |  F AO R  |  S EY M  |  P IY P AH L  | ,I think Tesla homes can be good for some people.,I think nursing homes can be good for some people.,8761.35,126,11
HH IY Z  |  G OW IH NG  |  T UW  |  B IY  |  T R AE V AH L IY  |  T UW  |  Y UW R AH P  |  W IH DH  |  AH  |  G R UW D  |  AH V  |  F R EH N D Z  | ,He is going to be traveling to Europe with a group of friends.,He's going to be traveling to Europe with a group of friends.,1000.54,140,14
DH AH  |  L AY V  |  IH N  |  AH  |  L IH T AH L  |  W AY T  |  F R EY M  |  EH L S  | ,The live in a little white frame house.,They live in a little white frame house.,828.67,107,9
DH AH  |  AH V EH N T  |  W AA Z  |  R IH L IY  |  AO R AH D AH D  |  T W AO R D  |  L IH T AH ER  |  K EY D Z  | ,The event was really oriented toward little kids.,The event was really oriented toward little kids.,751.59,119,9
DH EY  |  F IY L  |  EH D  |  B IH K AO Z  |  AH V  |  IH Z  |  D R AY G  |  IH N T IH SH AH N  | ,They feel odd because of its drug interaction.,They fell out because of his drug addiction.,808.45,112,9
D OW B EY T IY  |  R IH M EH M B ER S Z  |  HH IH M  |  AE Z  |  AH  |  L UW Z ER  | ,Nobody remembers him as a loser.,Nobody remembers him as a loser.,952.44,104,7
T IY CH  |  CH IH L D R AH N  |  T UW  |  L AH V  |  R IY D IH NG  |  F AO R  |  P L EY ZH ER  | ,Teach children to love reading for pleasure.,Teach children to love reading for pleasure.,747.87,112,8
S OW  |  W UH D  |  K AA M P AH N IY  |  T UW  |  Y UW  |  W ER K  |  F AO R  | ,So would company to you work for?,So what company do you work for?,926.18,104,8
W IY  |  HH AE D  |  S AH K S  |  AH  |  G UH D  |  T AY M  | ,We had such a good time.,We had such a good time.,726.51,95,7
IH T S  |  K AY N D  |  AH V  |  F AH N IY  | ,It's kind of funny.,It's kind of funny.,799.79,86,5
B IH K AO Z  |  AH  |  L AA T  |  AH V  |  AW ER  |  F R EH N S T  |  W IH L  |  B IY  |  K AH M IH NG  |  OW V ER  |  L EY T ER  | ,Because a lot of our friends will be coming over later.,Because a lot of our friends will be coming over later.,1204.81,130,12
DH AE T  |  W IH L  |  B IY  |  AH  |  P IH G  |  TH R IH R  |  F AO R  |  DH EH M  | ,That will be a big thrill for them.,That will be a big thrill for them.,851.03,107,9
D UW  |  Y UW  |  HH AE V  |  EH N IY  |  K IH D Z  |  AO R  |  P AE T S  | ,Do you have any kids or pets?,Do you have any kids or pets?,920.94,102,8
W EH L  |  DH AE T  |  JH AH S T  |  P IH T IY  |  G UH D  | ,Well that just isn't good.,Well that sounds pretty good.,683.9,94,6
DH AE T S  |  W AH T  |  AY  |  W AA Z  |  AH B AW T  |  T UW  |  S EY  | ,That's what I was about to say.,That's what I was about to say.,797.5,100,8
B AH T  |  DH EH R  |  P L AE N IH NG  |  AA N  |  D UW IH NG  |  IH T  |  V EH R IY  |  S UW N  | ,But they're planning on doing it very soon.,But they're planning on doing it very soon.,809.64,112,9
Y UW  |  L AY V  |  R AY T  |  AH K R AO S  |  DH AH  |  G R IY T  |  F R AH M  |  M AY  |  D AO T ER  | ,You live right across the street from my daughter.,You live right across the street from my daughter.,972.35,117,10
Y UW  |  N OW  |  S AH M  |  AH V  |  DH AE T  | ,You know some of that.,You know some of that.,701.39,87,6
AY  |  D OW N T  |  EH N JH ER S AY N D  |  EH N IY  |  AH V  |  DH AE T  | ,I don't understand any of that.,I don't understand any of that.,910.97,101,7
IH T S  |  AE K CH UW AH L IY  |  T ER R N IH NG  |  AW T  |  T UW  |  B IY  |  IY V IH N  |  W ER S  |  DH AE N  |  W R IY  |  TH AO T  | ,It's actually turning out to be even worse than we thought.,It's actually turning out to be even worse than we thought.,807.43,135,12
M AY  |  D AO T ER  |  IH Z  |  IH N  |  K IH N T ER AA R T AH N  | ,My daughter is in kindergarten.,My daughter is in kindergarten.,706.91,95,6
Y UW  |  D OW N T  |  HH AE V  |  T UW  |  W ER IY  |  DH AE T  |  M AH CH  | ,You don't have to worry that much.,You don't have to worry that much.,667.4,102,8
AY  |  AE M  |  P R IH T IY  |  AH W EH R  |  AH V  |  W AH T  |  G OW Z  |  AA N  |  HH IY R  | ,I am pretty aware of what goes on here.,I am pretty aware of what goes on here.,949.99,114,10
AY  |  R IH L IY  |  D OW N T  |  HH AE V  |  EH N IY  |  P R AA B L AH M  |  W IH DH  |  IH T  | ,I really don't have any problem with it.,I really don't have any problem with it.,822.86,113,9
AY  |  D IH D  |  N AA T  |  ER N  |  M AY  |  D IH G R IY  |  AH N T IH L  |  L EH D ER  |  AA N  |  IH N  |  M AY  |  L AY F  | ,I did not earn my degree until later on in my life.,I did not earn my degree until later on in my life.,818.04,131,13
DH AE T  |  W AA Z  |  DH AH  |  P OY N T  | ,That was the point.,That was the point.,1279.85,85,5
HH IY Z  |  JH AH S T  |  S OW  |  T AO L  | ,He's just so tall.,He's just so tall.,726.95,86,5
IH T  |  IH Z  |  IH M P AO R T AH N T  |  F AO R  |  W IH M AH N  |  HH UW  |  N IY D  |  T UW  |  W ER K  | ,It is important for women who need to work.,It is important for women who need to work.,769.2,119,10
DH EY  |  AA R  |  HH IY R  |  F AO R  |  AH  |  P ER P AH S  | ,They are here for a purpose.,They are here for a purpose.,632.27,95,7
W IY  |  G AA T  |  T AH G EH DH ER  |  EH V ER IY  |  S AH M ER  |  F AO R  |  V IH K AH SH AH N  | ,We got together every summer for vacation.,We got together every summer for vacation.,969.14,112,8
W IY  |  K UH D  |  P EH N D  |  DH AE T  |  M AH N IY  |  V EH R IY  |  K W IY K L IY  | ,We could spend that money very quickly.,We could spend that money very quickly.,920.42,112,8
AY  |  T UH K  |  K EH R  |  AH V  |  DH AH  |  CH IH L D R AH N  | ,I took care of the children.,I took care of the children.,814.11,96,7
IH T S  |  N AA T  |  L AY K  |  HH IY  |  HH AE D  |  AH  |  CH OY S  | ,It's not like he had a choice.,It's not like he had a choice.,693.5,101,8
L AH N CH  |  W AA Z  |  L AY K  |  TH ER T EY N  |  D AA L ER Z  |  AO R  |  S AH M TH IH NG  | ,Lunch was like thirteen dollars or something.,Lunch was like thirteen dollars or something.,957.94,109,8
AH N D  |  AY  |  TH IH NG K  |  HH IY Z  |  AE Z  |  K AH N T IY  |  AE Z  |  DH AH  |  D EH V ER  | ,And I think he's as cunning as the devil.,And I think he's as guilty as the devil.,1126.48,115,10
AY  |  K UH D AH N T  |  B IH L IY V  |  HH AW  |  M AH CH  |  IH T  |  K AA Z  | ,I couldn't believe how much it cost.,I couldn't believe how much it cost.,713.54,104,8
W IY  |  N OW  |  W AH T  |  W IY  |  K AE N  |  D UW  | ,We know what we can do.,We know what we can do.,807.98,94,7
AY  |  L AY K  |  B IY IH NG  |  IH N V AA R D  |  IH N  |  TH IH NG Z  |  L AY K  |  DH IH S  | ,I like being involved in things like this.,I like being involved in things like this.,692.17,111,9
DH AH  |  B R EH N D  |  N UW  |  K AH M P AH N IY  |  IH Z  |  B EY K IH NG  |  AH  |  L AA T  |  AH V  |  M AH N IY  | ,The brand new company is making a lot of money.,The brand new company is making a lot of money.,970.33,125,11
AY M  |  G UH IH NG  |  T UW  |  G OW  |  T UW  |  DH AH  |  D R AH S ER IY  |  S T AO R  | ,I'm going to go to the grocery store.,I'm going to go to the grocery store.,798.56,109,9
AY  |  W AA Z  |  DH OW  |  S R OW D  |  DH AE T  |  DH EY  |  V IH Z T IH T IH D  |  M IY  | ,I was not sure that they visited me.,I was so thrilled that they visited me.,714.84,110,9
S OW  |  AH B AE JH AH N  |  AO L  |  AH V  |  HH IH Z  |  L AA T S T  |  B IY IH NG  |  S B AA K AH T  |  IH N  |  DH AE T  |  V OY S  | ,"So Abhijit, all of his thoughts, feelings, spoke in that voice.",So imagine all of his lines being spoken in that voice.,1189.77,134,18
IH T  |  HH AE Z  |  B IH N  |  AH  |  R IH L IY  |  N AY S  |  S P R IH NG  | ,It has been a really nice spring.,It has been a really nice spring.,836.01,103,8
T EY K  |  AH  |  P IY S  |  AH V  |  P IY P ER  |  T UW  |  D R AO  |  AA N  | ,Take a piece of paper to draw on.,Take a piece of paper to draw on.,951.06,106,9
AY  |  TH IH NG K  |  IH T S  |  IH M P AO R T AH N T  |  T UW  |  N OW  |  AH B AW T  |  DH IH S  | ,I think it's important to know about this.,I think it's important to know about this.,848.98,112,9
Y UW  |  W IH L  |  L ER N  |  M AO R  |  AH B AW T  |  DH AH  |  K AE R AH K T ER Z  |  IH N  |  DH AH  |  B UH K  | ,You will learn more about the characters in the book.,You will learn more about the characters in the book.,697.59,122,11
P IY P AH L  |  AA R  |  HH AE V IH NG  |  DH EH R  |  S EH V AH ER  |  R AY T S  |  T AO K AH N  |  AH W EY  | ,People are having their civil rights taken away.,People are having their civil rights taken away.,953.04,117,9
W AH T  |  S AH M  |  AH V  |  DH IY Z  |  P IY P AH L  |  W EH N T  |  TH R UW  |  IH Z  |  T EH R AH B AH L  | ,What some of these people went through is terrible.,What some of these people went through is terrible.,808.6,121,10
AY  |  P L EY D  |  AH  |  L AA R JH  |  R OW L  |  IH N  |  DH AE T  |  D IH S IH ZH AH N  | ,I played a large role in that decision.,I played a large role in that decision.,706.32,111,9
V OW T  |  F AO R  |  Y AO R  |  T AA P  |  CH OY S  | ,Vote for your top choice.,Vote for your top choice.,1017.84,91,6
S AH M  |  AH V  |  DH EH M  |  D IH D  |  S EY  |  DH AE T  | ,Some of them did say that.,Some of them did say that.,703.95,94,7
AY  |  K AE N  |  EH N JH ER S AE N T  |  DH EH R  |  V Y UW B OY N T  | ,I can understand their viewpoint.,I can understand their viewpoint.,911.7,99,6
D IH V AY D  |  DH AH  |  M AH N IY  |  AH P  |  B R IH G R IY  |  AO L  |  AH V  |  AH S  | ,Divide the money up equally among all of us.,Divide the money up between all of us.,816.57,111,10
DH AE T  |  W UH D  |  B IY  |  D EH V IH S T EY T IH K  |  AY M  |  SH UH R  | ,"That would be devastating, I'm sure.",That would be devastating I'm sure.,822.61,102,8
IH F  |  IH N S  |  R AH N  |  B AY  |  DH AH  |  IH N ER V IH ZH AH W AH L  |  S T EH N T  | ,If it is run by the interventional stent.,If it's run by the individual state.,898.89,109,11
IH T S  |  HH IH Z  |  T CH OY N T S  |  T UW  |  M EY K  | ,It's his choice to make.,It's his choice to make.,656.17,93,6
Y UW  |  JH AH S T  |  G EY V  |  IH T  |  AH W EY  | ,You just gave it away.,You just gave it away.,705.57,90,6
AA R  |  Y UW  |  T AO K IH NG  |  AH B AW T  |  DH AH  |  AE K S ER D  |  R EH N  |  S IH CH UW EY SH AH N  |  AO R  |  DH AH  |  OW N ER N  |  D IH P L IY SH AH N  | ,Are you talking about the recent rent situation or the owner depletion?,Are you talking about the acid rain situation or the ozone depletion?,942.48,144,13
EH M P L OY M AH N T  |  EH N K AH M  | ,Employment income.,Employment income.,654.97,81,3
AY  |  HH AE V  |  T UW  |  B IY  |  W IY R  |  K EH N F AH L  | ,I have to be more careful.,I have to be real careful.,638.52,97,7
AY  |  HH OW P  |  Y UW  |  EH N JH OY D  |  DH IH S  |  AO T AH G AH L  | ,I hope you enjoyed this article.,I hope you enjoyed this article.,623.67,100,7
M AY  |  AH N D AH N  |  T R AE V AH L Z  |  W IY K W AH N T L IY  | ,My aunt and uncle travel frequently.,My husband travels frequently.,594.91,97,7
DH EH R  |  N AA T  |  B AY IH NG  |  HH OW M Z  | ,They're not buying homes.,They're not buying homes.,695.38,86,5
DH AH  |  G ER L Z  |  AE T  |  S K UW L  |  AA R  |  AO L  |  R EH R IH NG  |  K L OW DH Z  |  F R AH M  |  DH AH  |  S IH S T IY Z  | ,The girls at school are all wearing clothes from the sixties.,The girls at school are all wearing clothes from the sixties.,819.42,132,13
Y UW  |  P R AA B AH B L IY  |  W AO T AH N T  |  W IY K AH N AY Z  |  M IY  | ,You probably wouldn't recognize me.,You probably wouldn't recognize me.,738.1,103,6
IH T  |  W AA Z  |  AA N  |  DH AH  |  N UW Z  |  EH V ER IY  |  N AY T  | ,It was on the news every night.,It was on the news every night.,928.7,101,8
IH Z S  |  S T AO R IY  |  IH Z  |  N AA T  |  AH N Y UW ZH UW AH L  | ,His story is not unusual.,His story is not unusual.,818.75,98,6
DH AH  |  F IH K S  |  W AA Z  |  K UH K T  |  W IH DH  |  S AH M  |  AA L AH Z  | ,The fish was cooked with some olives.,The fish was cooked with some olives.,718.38,104,8
DH EY  |  D OW N T  |  K EH L  |  DH AH  |  AE N AH M AH S  | ,They don't call the animals.,They don't kill the animals.,604.24,92,6
S AE L IH NG  |  B AA T ER Z  |  AH V  |  W AO T ER  | ,Gallons of water.,Selling bottles of water.,643.14,88,5
B EY S AH S  |  AE Z  |  Y UW ZH AH W AH L  |  F AO R  |  T R EY D ER Z  | ,Basis as usual for traders.,Business as usual for traders.,771.58,99,6
DH EY  |  G IH V  |  AH S  |  AH  |  B AE K AH L  |  D IY L  | ,They give us a package deal.,They gave us a special deal.,722.47,95,7
DH AH  |  R IY AA L AH T IY  |  IH Z  |  DH AE T S  |  Y UW ZH AH W AH L IY  |  N AA T  |  DH AH  |  K EY S  | ,The reality is that's usually not the case.,The reality is that's usually not the case.,842.85,119,9
AY  |  W AO N T ER  |  W EH R  |  DH EY  |  L ER K D  |  T UW  |  T UW  |  DH AE T  | ,I wonder where they learned to do that.,I wonder where they learned to do that.,714.71,106,9
HH IY  |  K EH P T  |  IH Z  |  T OW N  |  L AY T  |  AH N D  |  K AE ZH AH W AH L  |  B AH T  |  F UW M  | ,He kept his tone light and casual but firm.,"He kept his tone light and casual, but firm.",817.78,119,10
DH EH R  |  M UW V IY  |  T UW  |  F L AO R AH D AH  | ,Their movie to Florida.,They're moving to Florida.,818.72,89,5
AY  |  R IH L IY  |  L AY K  |  DH AE T  |  SH OW  | ,I really like that show.,I really like that show.,632.66,89,6
AH  |  F IY L IY  |  G UH D  |  AH M AW N T  | ,A fairly good amount.,A fairly good amount.,756.09,87,5
DH AE T  |  P L IY Z D  |  M IY  | ,That pleased me.,That pleased me.,737.61,81,4
W IY  |  AA R  |  G UH D  |  P IY P AH L  | ,We are good people.,We are good people.,807.03,86,5
AY V  |  HH ER D  |  HH IH M  |  T AO K  |  AH B AW T  |  DH AE T  |  F AO R  |  AW ER Z  | ,I've heard him talk about that for hours.,I've heard him talk about that for hours.,853.68,108,9
AH V  |  K AO R S  | ,Of course.,Of course.,822.16,72,3
IH T  |  W AA Z AH N T  |  IY V IH N  |  F AH N IY  | ,It wasn't even funny.,It wasn't even funny.,718.25,90,5
IH F  |  OW N L IY  |  AY  |  K UH D  |  R IH P EH P B ER  |  DH AH  |  N EY M  | ,If only I could remember the name.,If only I could remember the name.,790.37,104,8
AY  |  D OW N T  |  TH IH NG K  |  DH AH  |  T IY CH ER Z  |  AA R  |  DH AH  |  P R AA B L AH M  | ,I don't think the teachers are the problem.,I don't think the teachers are the problem.,708.73,112,9
P AH B L IH K  |  R IY L EY SH AH N Z  | ,Public relations.,Public relations.,662.73,81,3
IH T S  |  W IH R  |  IY Z IY  |  T UW  |  S W IH NG  |  IH N  |  DH EH R  |  F AO R  |  B R AE K F AH S T  | ,It's very easy to swing in there for breakfast.,It's real easy to swing in there for breakfast.,902.32,120,10
DH EH N  |  Y UW  |  F AY N D  |  IH T  |  AH G EH N  |  AH N D  |  L UW Z  |  IH T  |  AH G AW N  | ,Then you find it again and lose it again.,Then you find it again and lose it again.,710.5,114,10
W IY V  |  G AA T  |  F AO R  |  K IH D Z  | ,We've got four kids.,We've got four kids.,711.16,86,5
M AY  |  L IH T AH L  |  K ER L  |  L AY K S  |  B L UW  |  M AO R  |  DH AE N  |  P IH K  | ,My little girl likes blue more than pink.,My little girl likes blue more than pink.,1025.81,110,9
IH N  |  M EY  |  IH T  |  W IH L  |  B IY  |  F AY V  |  Y IH R Z  |  S IH K S  |  AY  |  M EH T  |  HH IH M  | ,In May it will be five years since I met him.,In May it will be five years since I met him.,984.27,123,12
SH IY  |  Y EH S T  |  T UW  |  L AH V  |  T UW  |  D UW  |  S T AH F  |  L AY K  |  DH AE T  | ,She used to love to do stuff like that.,She used to love to do stuff like that.,668.33,113,10
M AY  |  W AY F  |  AH N D  |  D AO T ER  |  W ER  |  K IH N AA P  | ,My wife and daughter were kidnapped.,My wife and daughter were kidnapped.,717.06,97,7
S EH N T AH N  |  R IH S AO R D  |  W IH DH  |  IH Z  |  B ER TH  | ,Sentence restored with its birth.,Satan rejoiced with his birth.,712.63,95,6
IH T  |  W AA Z  |  IH Z  |  D IH S IH ZH AH N  |  AH N D  |  Y UW  |  HH AE V  |  T UW  |  R IY S B EH K T  |  IH T  | ,It was his decision and you have to respect it.,It was his decision and you have to respect it.,915.16,125,11
N OW  |  AY  |  D IH D AH N T  |  G OW  |  T UW  |  DH AH  |  S T AO R  | ,"No, I didn't go to the store.",No I didn't go to the store.,656.73,100,9
W IY  |  W IH L  |  HH EH D  |  T UW  |  R EH L AH D AH  |  F AO R  |  V EY N EY SH AH N  | ,We will head to Florida for vacation.,We will head to Florida for vacation.,643.06,108,8
T EY K  |  AH  |  S T AE K S  |  AH V  |  B UH K S  |  AO R  |  S M AO L  |  K W AY AH T  |  T OY Z  | ,Take a stack of books or small quiet toys.,Take a stash of books or small quiet toys.,840.14,117,10
AY  |  W UH D  |  R EH N T ER S IH D ER  |  W EH R  |  AY  |  W AA Z  |  B AY IH NG  |  IH T  |  F R AH M  | ,I would reconsider where I was buying it from.,I would reconsider where I was buying it from.,788.91,117,10
IH T  |  W AA Z  |  W R EH N T IH N  |  AE T  |  AH  |  TH ER D  |  W R EH D  |  L EH V AH L  | ,It was running at a third grade level.,It was written at a third grade level.,1092.5,111,9
DH EH R  |  N UW V AH  |  AH  |  N AA T  |  AH V  |  D AH T  |  R AH N S AY M Z  |  HH IY R  | ,Their nova is not of dot run signs here.,They're doing a lot of good research here.,858.03,111,10
IH F  |  IH T  |  D AH Z  |  DH AH  |  T AY M  | ,"If it does, then time.",If it does the job.,1040.71,87,7
D UW  |  Y UW  |  L IH NG  |  T UW  |  D IH V ER  | ,Do you like to travel?,Do you like to travel?,710.1,88,6
DH AH  |  S T EY T  |  AH N D  |  DH AH  |  S AE T IY  |  AA R  |  K AH N T AH N T EY N T IY  |  IH T S  |  T AH L D  | ,The state and the city are constantly at odds.,The state and the city are contradicting each other.,1002.91,124,10
DH AH  |  M AE ZH ER  |  P AE S T  |  DH AH  |  HH AW S  |  B AY  |  AH  |  L IH Z AH N D  |  M UW T  | ,The major part of the house was a recent new build.,The measure passed the House by a landslide vote.,882.85,115,12
W AY  |  IH Z  |  DH IH S  |  SH AA S  |  IH N  |  AE K S EY ZH UW AH AH L  |  TH IH NG  |  T UW  |  D UW  | ,Why is this sauce an occasional thing to do?,Why is this such an unusual thing to do?,808.02,116,10
W IY  |  HH AE V  |  AH  |  D EY G  |  T UW  |  S OW  |  G AA T  |  AE S  |  T UW  |  IH N  | ,"We have a dog too, so got us two in.",We have a dog too so that adds to it.,997.84,113,12
T UW  |  AH  |  S IY T  |  AA N  |  DH AH  |  M AH CH  | ,To a seat on the bench.,Take a seat on the bench.,713.24,92,7
M AY  |  HH AH Z B AH N D  |  IH Z  |  R IY L  |  IH N T UW  |  JH OY S T  |  T UW  | ,My husband is real into Joyce too.,My husband is real into sports too.,841.18,108,8
AY  |  D OW N T  |  N OW  |  IH F  |  IH T  |  DH AA T  |  Y IH R IY AH  | ,I don't know if it's that serious.,I don't know if it's that serious.,845.9,101,8
AY M  |  G OW IH NG  |  T UW  |  F IH Z IH N  |  R EH L AH T IY  |  AH N D  |  D UW L UW Z UW T AH  | ,"I'm going to physics, biology, and zoology.",I'm going to visit Florida and Louisiana.,796.69,112,11
K AA R Z  |  AH V  |  K AH M  |  D AW N  |  IH T  |  R AY S  |  S AH N EH V IH JH Y AH L  | ,Cars have come down in price significantly.,Cars have come down in price significantly.,812.21,109,8
W EH N  |  W IY  |  B UH T  |  IH T  |  L AE S T  |  Y IH R  | ,When we bought it last year.,When we bought it last year.,696.76,96,7
AH N D  |  N AA T  |  IH Z  |  DH AH  |  M AH S T  |  B ER G  |  T UW  |  L ER D  |  TH R UW  | ,And not is the most work to learn through.,And that is the best book to go through.,700.2,112,10
IH T S  |  N AY D  |  T UW  |  HH AE V  |  AH  |  B AE D  |  D AO G  | ,It's nice to have a pet dog.,It's nice to have a pet dog.,765.15,99,8
DH AE T S  |  W AH N  |  G AA T  |  TH IH NG K  |  AH B AW T  |  EH V ER IY  |  AH  |  K AE N T  |  DH OW  | ,That's one good thing about having a cat though.,That's one good thing about having a cat though.,804.78,117,10
DH EY  |  R EH S T  |  P IY P ER  |  S AE T AH D  |  L IH F IH NG  |  DH AH  |  D IH T ER  | ,The rest papers are still lying on the table.,The rich people started leaving the city.,736.44,108,10
HH IY  |  W AH T  |  OW V ER  |  AO L  |  DH AE T  |  W IH DH  |  IH Z  |  D AE L T ER Z  | ,He went over all that with his doctors.,He went over all that with his doctors.,856.08,109,9
AE K CH UW AH L IY  |  IH T  |  M EY K S  |  S EH K S  |  T UW  |  AH  |  S EH T ER N  |  IH K S T EH N T  | ,"Actually, it makes sense to a certain extent.","Actually, it makes sense to a certain extent.",902.9,117,10
D EH Z AH N T  |  S EY M  |  L AY K  |  IH T  |  S OW  |  F AO R  | ,Doesn't seem like it so far.,Doesn't seem like it so far.,624.29,97,8
W EH N  |  W AA Z  |  IH T  | ,When was it?,When was it?,645.65,77,4
DH AE T S  |  AH  |  S AY AH N Z  |  IH N  |  IH N S EH L F  | ,That's a science in itself.,That's a science in itself.,907.61,93,6
B AH T  |  IH T  |  D IH D AH N T  |  G EH T  |  DH AH  |  HH AE P ER  |  P AA R T  |  AH V  |  M AY  |  M AA T IY  | ,But it didn't get the happy part of my movie.,But it didn't get the upper part of my body.,824.18,123,11
W EH N  |  Y UW  |  D IH S AY D  |  T UW  |  M EY K  |  AH  |  S T EH P  | ,When you decide to make a step.,When you decide to make the step.,761.34,101,8
W IY  |  S EY M  |  T UW  |  AH R IY  |  AA N  |  DH AE T  | ,We seem to agree on that.,We seem to agree on that.,638.29,95,7
G EH T  |  DH AH  |  R EH S AH P IY  |  F R AH M  |  DH EH M  | ,Get the recipe from them.,Get the recipe from them.,729.35,94,6
AH B AW T  |  TH R IY  |  Y IH R Z  |  AH G OW  | ,About three years ago.,About three years ago.,656.87,87,5
W AH T  |  SH AE L  |  W IY  |  D UW  | ,What shall we do?,What shall we do?,634.91,83,5
DH AH  |  IH M Y UW N  |  S IH S T AH M  |  K AE N  |  S L OW  |  D AW N  |  AE T  |  F ER S T  | ,The immune system can slow down at first.,The immune system can slow down at first.,777.99,112,9
AY  |  HH AE V  |  T UW  |  AH DH ER  |  S IH S T ER Z  | ,I have two other sisters.,I have two other sisters.,834.89,90,6
AY  |  TH IH NG K  |  IH T  |  K UH D  |  AH V ER K T  |  DH AH  |  AW T K R AH M  | ,I think it could affect the outcome.,I think it could affect the outcome.,697.92,104,8
S AH M  |  AH V  |  DH AH  |  S T UW D IY N S  |  AA R  |  F AE L IY  |  DH AH  |  K L AE S  | ,Some of the students are failing the class.,Some of the students are failing the class.,747.27,112,9
N AW  |  AY  |  R IH M EH M B ER  |  IH T  | ,"No, I remember it.",Now I remember it.,702.9,84,6
AY M  |  SH UH R  |  Y UW  |  W IH L  |  F AY N D  |  S AH M TH IH NG  | ,I'm sure you will find something.,I'm sure you will find something.,836.46,98,7
AH B AW T  |  DH AH  |  S EY M  |  AY  |  D R EH S  |  F AO R  |  S K UW L  | ,About the same I dress for school.,About the same I dress for school.,767.9,102,8
AY  |  M IY N  |  HH IY Z  |  D UW IH NG  |  ER AW N T  | ,I mean he's doing alright.,I mean he's doing alright.,715.19,92,6
IH T  |  W AA Z  |  AH  |  R IY L  |  S P EH SH AH L  |  D EY  | ,It was a real special day.,It was a real special day.,711.76,96,7
AY  |  G EH S  |  AY  |  N EH V ER  |  HH ER D  |  DH AH  |  HH IH S T ER IY  |  AH V  |  DH AE T  | ,I guess I never heard the history of that.,I guess I never heard the history of that.,1179.96,113,10
AY  |  W AO N T IH T  |  W AH N  |  DH EH M  |  T UW  |  B IY  |  AA N  |  D R EH G Z  | ,I wanted one of them to be on drugs.,I wouldn't want them to be on drugs.,913.74,109,10
