sample_id,phonemes,prediction,ground_truth,time_ms,tokens_in,tokens_out
t15.2024.07.19_b9_t7,D IH D  |  Y UW  |  S IY  |  IH T  |  DH AH  |  AH DH ER  |  N AY T  | ,Did you see it the other night,Did you see it the other night?,785.53,98,10
t15.2024.07.19_b9_t8,Y IY R  |  AY  |  R IH L IY  |  B IH N  |  DH AE T  | ,You're I really been that,Yeah I really mean that.,797.9,90,8
t15.2024.07.19_b9_t9,HH IY R Z  |  P IH N  |  AH  |  L EH S T AH D  |  F AO R  |  S UW  |  M EH N IY  |  Y UH R Z  | ,Here's been a listed for so many years.,He's been a legend for so many years.,934.96,112,12
t15.2024.07.19_b9_t10,Y EH R  |  DH AE T  |  B UH K  |  IH Z  |  AH B AW T  |  DH AH  |  S EH M  |  K AY N D  |  AH V  |  TH IH NG  | ,You're that book is about the same kind of thing,Yeah that book is about the same kind of thing.,876.09,118,13
t15.2024.07.19_b9_t11,AY  |  K AE N  |  S T IH L  |  R EH D  |  M Y UW Z IH K  | ,I can still read my music,I can still read music.,992.43,91,9
t15.2024.07.19_b9_t12,HH AW  |  AA R  |  Y UW  |  N AO K IH NG  |  IH T  | ,How are you knocking it,How are you liking it?,793.28,87,8
t15.2024.07.19_b9_t13,AY  |  W AA Z  |  AH N EH N D  |  AH V  |  S IH L IH IY  |  D R AA R Z  | ,I was an end of silly drawers,I was accused of selling drugs.,773.48,99,10
t15.2024.07.19_b9_t14,W AH T  |  W AA Z  |  DH AH  |  EH N T UW AH L  |  S T AA R T IY  |  P OY N T  |  F AO R  |  DH AH  |  S T AO R IY  | ,What was the eventual starting point for the story?,What was the actual starting point for the story?,1037.16,123,13
t15.2024.07.19_b9_t15,D IH D  |  Y UW  |  F AY N D  |  IH N  |  HH AA R D  |  T UW  |  M EY K  |  D IH S IH ZH AH N Z  | ,Did you find it hard to make decisions?,Did you find it hard to make decisions?,975.53,112,12
t15.2024.07.19_b9_t16,HH AW  |  D IH D  |  Y UW  |  K AH M  |  T UW  |  JH OY N D  |  DH AE T  |  T IY M  | ,How did you come to join that team?,How did you come to join that team?,905.06,108,12
t15.2024.07.19_b9_t17,AY  |  W EH N T  |  B AE K  |  OW P  |  T AH N AY T  | ,I went back up tonight,I went back home tonight.,873.55,89,8
t15.2024.07.19_b9_t18,DH AH  |  T AO R  |  M EY L  |  R AY EY  | ,The door may be right.,The door bell rang.,924.45,82,9
t15.2024.07.19_b9_t19,AY  |  T AY  |  D IH D  |  T UW  |  Y UW Z  |  IH N S AE D T AH S AY D  |  AA N  |  M AY  |  L AO D  | ,I tried to use insecticide on my lawn.,I try not to use insecticides on my lawn.,874.58,114,13
t15.2024.07.19_b9_t20,IH T  |  D AH Z  |  N AA T  |  S T R IH L  |  HH AE Z  |  M AH CH  |  AE Z  |  AY  |  R IH M EH M B ER  |  W AY L  |  D R UH R IH NG  |  AH P  | ,It does not still has much as I remember while during a up.,It does not snow as much as I remember while growing up.,1310.03,135,17
t15.2024.07.19_b9_t21,W IY  |  JH AH F  |  TH R UW  |  EH L K AH HH OW M AH  |  S IH T IY  | ,We just threw El Cajon a city,We drove through Oklahoma City.,1062.42,97,11
t15.2024.07.19_b9_t22,AE F T ER  |  K R AH S AH M EY SH AH N  |  DH AH  |  T UW D IY N Z  |  W IH L  |  G OW  |  AA N  |  T UW  |  AH  |  F ER AY AH T IY  |  AH V  |  K AA L AH S IH Z  | ,After consummation the two deans will go on to a variety of calluses.,"After graduation, the students will go on to a variety of colleges.",1172.69,144,20
t15.2024.07.19_b9_t23,IH T S  |  S T IH L  |  IH N  |  G R EY T  |  S EY M  | ,It's still in great shape.,It's still in great shape.,1178.31,90,9
t15.2024.07.19_b9_t24,DH AH  |  M IH L AH T IH R IY  |  HH AE Z  |  AH  |  S T R AH NG  |  P R EH Z AH N Z  |  IH N  |  DH AH  |  P ER ZH AH N  |  K AO AA L  | ,The military has a strong presence in the Persian Gulf.,The military has a strong presence in the Persian Gulf.,901.46,130,14
t15.2024.07.19_b9_t25,DH AE T  |  IH Z  |  P IY M  |  K AH M P AE R D  |  T UW  |  W ER K  |  AH  |  T IH S AH L IY  |  B AY  | ,That is PM compared to work a tessellate by,That is cheap compared to what I usually buy.,1052.16,117,14
t15.2024.07.19_b10_t0,AA N  |  DH AH  |  AH DH ER  |  HH AW D  |  AY  |  AE M  |  K W AY T  |  G UH D  | ,"On the other hand, I am quite good.","On the other hand, I am quite good.",1037.7,103,13
t15.2024.07.19_b10_t1,AY  |  L AH V  |  DH IH S  |  K AH N T R IY  |  S OW  |  M AH CH  | ,I love this country so much,I love this country so much.,839.7,96,9
t15.2024.07.19_b10_t2,Y UW  |  G EH T  |  DH AH  |  P OY N T  | ,You get the point,You get the point.,908.34,83,7
t15.2024.07.19_b10_t3,W ER  |  Y UW  |  T AO R AH NG  |  B IY  |  F R AH M  |  T EH K S AH S  | ,"Were you touring, be from Texas?",Were you calling me from Texas?,1067.78,99,11
t15.2024.07.19_b10_t4,AY  |  L AH V  |  IH N T IY IH NG  |  P IH K AO R Z  |  B AY  | ,"I love eating pickles, bye.",I love eating pecan pie.,905.66,93,11
t15.2024.07.19_b10_t5,W IY  |  W EH N T  |  T UW  |  D UW  |  S IY  |  DH AH  |  L AH V AH L AH  |  P OY N T  |  TH R IY  | ,We went to do see the level point three.,We went to go see The Godfather Part Three.,1055.98,117,13
t15.2024.07.19_b10_t6,IH T  |  IH Z  |  T R EY JH  |  IH N AH F  | ,It is strange enough,It is strange enough.,1146.43,84,7
t15.2024.07.19_b10_t8,AY  |  TH IH NG K  |  IH T S  |  R IH L AH V IH N Z  |  IH Z  |  P R IH T IY  |  R IH B AH T IH T  | ,I think it's relevance is pretty repetitive.,I think its relevance is pretty limited.,912.44,111,11
t15.2024.07.19_b10_t9,K EY M  |  AH  |  F ER S T  |  T UW  |  DH AH  |  R EH S EH S  | ,Came a first to the recess,Give a voice to the voiceless!,1110.1,94,10
t15.2024.07.19_b10_t10,DH EH R  |  HH AE Z  |  B IH N  |  AH  |  CH EY N JH  |  IH N  |  DH AH  |  R AA Z  |  AH V  |  AO R  | ,There has been a change in the laws of our,There has been a change in the price of oil.,1112.17,115,13
t15.2024.07.19_b10_t11,AY  |  AE B S IH L UW T L IY  |  L EH F T  |  IH T  | ,I absolutely left it,I absolutely loved it.,852.71,88,7
t15.2024.07.19_b10_t12,AH DH ER  |  W EY  |  DH EY  |  AO L W EY Z  |  P IH L  |  IH T  |  R AO NG  | ,Other way they always pull it wrong,"Either way, they always spell it wrong.",924.49,100,10
t15.2024.07.19_b10_t13,AY  |  G EH S  |  W AH T  |  Y UW  |  HH AE V  |  T UW  |  D UW  |  IH Z  |  JH AH S T  |  R IH L AE K S  | ,I guess what you have to do is just relax.,I guess what you have to do is just relax.,1120.52,118,14
t15.2024.07.19_b10_t14,AY  |  TH IH NG K  |  DH AE T S  |  AH  |  R IH L IY  |  EH N JH AH S T IY  |  R EY JH AH N  | ,I think that's a really unjusty region,I think that's a really interesting question.,846.18,110,11
t15.2024.07.19_b10_t15,AY  |  TH IH NG K  |  T EH S AH N  |  HH OW M P Z  |  K AH N  |  B IY  |  G UH D  |  F AO R  |  S EY M  |  P IY P AH L  | ,I think Tesson homes can be good for same people,I think nursing homes can be good for some people.,1000.1,125,14
t15.2024.07.19_b10_t16,AY  |  W AA Z  |  ER EH S T IH D  |  F AO R  |  S AH M TH IH NG  |  R IH L IY  |  B AA R T ER  | ,I was arrested for something really barter,I was arrested for something really minor.,898.01,109,10
t15.2024.07.19_b10_t17,HH IY Z  |  G OW IH NG  |  T UW  |  B IY  |  T R AE V AH L IY  |  T UW  |  Y UW R AH P  |  W IH DH  |  AH  |  G R UW D  |  AH V  |  F R EH N D Z  | ,He’s going to be traveling to Europe with a group of friends.,He's going to be traveling to Europe with a group of friends.,1156.52,139,17
t15.2024.07.19_b10_t18,DH AH  |  L AY V  |  IH N  |  AH  |  L IH T AH L  |  W AY T  |  F R EY M  |  EH L S  | ,The life in a little white frame else,They live in a little white frame house.,842.88,106,11
t15.2024.07.19_b10_t19,DH AH  |  AH V EH N T  |  W AA Z  |  R IH L IY  |  AO R AH D AH D  |  T W AO R D  |  L IH T AH ER  |  K EY D Z  | ,The event was really oriented toward litter cages.,The event was really oriented toward little kids.,1254.71,118,12
t15.2024.07.19_b10_t20,DH EY  |  F IY L  |  EH D  |  B IH K AO Z  |  AH V  |  IH Z  |  D R AY G  |  IH N T IH SH AH N  | ,They feel it because of his drag intention,They fell out because of his drug addiction.,835.55,111,11
t15.2024.07.19_b10_t21,D OW B EY T IY  |  R IH M EH M B ER S Z  |  HH IH M  |  AE Z  |  AH  |  L UW Z ER  | ,Dobate remembers him as a loser,Nobody remembers him as a loser.,802.64,103,10
t15.2024.07.19_b10_t22,T IY CH  |  CH IH L D R AH N  |  T UW  |  L AH V  |  R IY D IH NG  |  F AO R  |  P L EY ZH ER  | ,Teach children to love reading for pleasure.,Teach children to love reading for pleasure.,976.46,111,11
t15.2024.07.19_b10_t23,S OW  |  W UH D  |  K AA M P AH N IY  |  T UW  |  Y UW  |  W ER K  |  F AO R  | ,So would company to you work for,So what company do you work for?,916.42,103,10
t15.2024.07.19_b10_t24,W IY  |  HH AE D  |  S AH K S  |  AH  |  G UH D  |  T AY M  | ,We had sex a good time,We had such a good time.,959.73,94,9
t15.2024.07.21_b6_t0,IH T S  |  K AY N D  |  AH V  |  F AH N IY  | ,It's kind of funny,It's kind of funny.,810.68,85,7
t15.2024.07.21_b6_t1,B IH K AO Z  |  AH  |  L AA T  |  AH V  |  AW ER  |  F R EH N S T  |  W IH L  |  B IY  |  K AH M IH NG  |  OW V ER  |  L EY T ER  | ,Because a lot of our friends will be coming over later.,Because a lot of our friends will be coming over later.,1141.62,129,15
t15.2024.07.21_b6_t2,DH AE T  |  W IH L  |  B IY  |  AH  |  P IH G  |  TH R IH R  |  F AO R  |  DH EH M  | ,That will be a pig three or four of them,That will be a big thrill for them.,813.49,106,13
t15.2024.07.21_b6_t3,D UW  |  Y UW  |  HH AE V  |  EH N IY  |  K IH D Z  |  AO R  |  P AE T S  | ,Do you have any kids or pets?,Do you have any kids or pets?,789.17,101,11
t15.2024.07.21_b6_t4,W EH L  |  DH AE T  |  JH AH S T  |  P IH T IY  |  G UH D  | ,Well that just pretty good,Well that sounds pretty good.,1135.69,93,8
t15.2024.07.21_b6_t6,DH AE T S  |  W AH T  |  AY  |  W AA Z  |  AH B AW T  |  T UW  |  S EY  | ,That's what I was about to say.,That's what I was about to say.,771.13,99,11
t15.2024.07.21_b6_t7,B AH T  |  DH EH R  |  P L AE N IH NG  |  AA N  |  D UW IH NG  |  IH T  |  V EH R IY  |  S UW N  | ,But they're planning on doing it very soon.,But they're planning on doing it very soon.,1208.75,111,12
t15.2024.07.21_b6_t8,Y UW  |  L AY V  |  R AY T  |  AH K R AO S  |  DH AH  |  G R IY T  |  F R AH M  |  M AY  |  D AO T ER  | ,You live right across the street from my daughter.,You live right across the street from my daughter.,1192.19,116,13
t15.2024.07.21_b6_t9,Y UW  |  N OW  |  S AH M  |  AH V  |  DH AE T  | ,You know some of that,You know some of that.,852.07,86,8
t15.2024.07.21_b6_t10,AY  |  D OW N T  |  EH N JH ER S AY N D  |  EH N IY  |  AH V  |  DH AE T  | ,I don't understand any of that,I don't understand any of that.,915.88,100,9
t15.2024.07.21_b6_t11,IH T S  |  AE K CH UW AH L IY  |  T ER R N IH NG  |  AW T  |  T UW  |  B IY  |  IY V IH N  |  W ER S  |  DH AE N  |  W R IY  |  TH AO T  | ,It's actually turning out to be even worse than we thought.,It's actually turning out to be even worse than we thought.,954.54,134,15
t15.2024.07.21_b6_t12,M AY  |  D AO T ER  |  IH Z  |  IH N  |  K IH N T ER AA R T AH N  | ,My daughter is in kindergarten,My daughter is in kindergarten.,696.04,94,8
t15.2024.07.21_b6_t13,Y UW  |  D OW N T  |  HH AE V  |  T UW  |  W ER IY  |  DH AE T  |  M AH CH  | ,You don't have to worry that much.,You don't have to worry that much.,864.1,101,11
t15.2024.07.21_b6_t14,AY  |  AE M  |  P R IH T IY  |  AH W EH R  |  AH V  |  W AH T  |  G OW Z  |  AA N  |  HH IY R  | ,I am pretty aware of what goes on here,I am pretty aware of what goes on here.,1024.41,113,12
t15.2024.07.21_b6_t15,AY  |  R IH L IY  |  D OW N T  |  HH AE V  |  EH N IY  |  P R AA B L AH M  |  W IH DH  |  IH T  | ,I really don't have any problem with it,I really don't have any problem with it.,997.66,112,11
t15.2024.07.21_b6_t16,AY  |  D IH D  |  N AA T  |  ER N  |  M AY  |  D IH G R IY  |  AH N T IH L  |  L EH D ER  |  AA N  |  IH N  |  M AY  |  L AY F  | ,I did not earn my degree until later on in my life,I did not earn my degree until later on in my life.,1186.97,130,15
t15.2024.07.21_b6_t17,DH AE T  |  W AA Z  |  DH AH  |  P OY N T  | ,That was the point,That was the point.,1024.43,84,7
t15.2024.07.21_b6_t18,HH IY Z  |  JH AH S T  |  S OW  |  T AO L  | ,He's just so tall,He's just so tall.,964.99,85,7
t15.2024.07.21_b6_t19,IH T  |  IH Z  |  IH M P AO R T AH N T  |  F AO R  |  W IH M AH N  |  HH UW  |  N IY D  |  T UW  |  W ER K  | ,It is important for women who need to work,It is important for women who need to work.,1001.95,118,12
t15.2024.07.21_b6_t20,DH EY  |  AA R  |  HH IY R  |  F AO R  |  AH  |  P ER P AH S  | ,They are here for a purpose,They are here for a purpose.,745.93,94,9
t15.2024.07.21_b6_t21,W IY  |  G AA T  |  T AH G EH DH ER  |  EH V ER IY  |  S AH M ER  |  F AO R  |  V IH K AH SH AH N  | ,We got together every summer for vacation.,We got together every summer for vacation.,922.6,111,11
t15.2024.07.21_b6_t22,W IY  |  K UH D  |  P EH N D  |  DH AE T  |  M AH N IY  |  V EH R IY  |  K W IY K L IY  | ,We could spend that money very quickly.,We could spend that money very quickly.,1088.43,111,11
t15.2024.07.21_b6_t23,AY  |  T UH K  |  K EH R  |  AH V  |  DH AH  |  CH IH L D R AH N  | ,I took care of the children,I took care of the children.,871.88,95,9
t15.2024.07.21_b7_t1,IH T S  |  N AA T  |  L AY K  |  HH IY  |  HH AE D  |  AH  |  CH OY S  | ,It's not like he had a choice.,It's not like he had a choice.,969.45,100,11
t15.2024.07.21_b7_t2,L AH N CH  |  W AA Z  |  L AY K  |  TH ER T EY N  |  D AA L ER Z  |  AO R  |  S AH M TH IH NG  | ,Lunch was like thirteen dollars or something,Lunch was like thirteen dollars or something.,808.08,108,10
t15.2024.07.21_b7_t3,AH N D  |  AY  |  TH IH NG K  |  HH IY Z  |  AE Z  |  K AH N T IY  |  AE Z  |  DH AH  |  D EH V ER  | ,And I think he’s as cunty as the devil.,And I think he's as guilty as the devil.,960.3,114,15
t15.2024.07.21_b7_t4,AY  |  K UH D AH N T  |  B IH L IY V  |  HH AW  |  M AH CH  |  IH T  |  K AA Z  | ,I couldn't believe how much it cost,I couldn't believe how much it cost.,814.26,103,10
t15.2024.07.21_b7_t5,W IY  |  N OW  |  W AH T  |  W IY  |  K AE N  |  D UW  | ,We know what we can do.,We know what we can do.,1142.94,93,10
t15.2024.07.21_b7_t6,AY  |  L AY K  |  B IY IH NG  |  IH N V AA R D  |  IH N  |  TH IH NG Z  |  L AY K  |  DH IH S  | ,I like being involved in things like this,I like being involved in things like this.,931.39,110,11
t15.2024.07.21_b7_t7,DH AH  |  B R EH N D  |  N UW  |  K AH M P AH N IY  |  IH Z  |  B EY K IH NG  |  AH  |  L AA T  |  AH V  |  M AH N IY  | ,The brand new company is making a lot of money.,The brand new company is making a lot of money.,1170.92,124,14
t15.2024.07.21_b7_t8,AY M  |  G UH IH NG  |  T UW  |  G OW  |  T UW  |  DH AH  |  D R AH S ER IY  |  S T AO R  | ,I'm going to go to the grocery store.,I'm going to go to the grocery store.,1486.04,108,12
t15.2024.07.21_b7_t9,AY  |  W AA Z  |  DH OW  |  S R OW D  |  DH AE T  |  DH EY  |  V IH Z T IH T IH D  |  M IY  | ,I was the shroud that they visited me,I was so thrilled that they visited me.,977.13,109,12
t15.2024.07.21_b7_t10,S OW  |  AH B AE JH AH N  |  AO L  |  AH V  |  HH IH Z  |  L AA T S T  |  B IY IH NG  |  S B AA K AH T  |  IH N  |  DH AE T  |  V OY S  | ,So a badger in all of his lost being spoken in that voice,So imagine all of his lines being spoken in that voice.,1319.91,133,17
t15.2024.07.21_b7_t11,IH T  |  HH AE Z  |  B IH N  |  AH  |  R IH L IY  |  N AY S  |  S P R IH NG  | ,It has been a really nice spring.,It has been a really nice spring.,878.94,102,11
t15.2024.07.21_b7_t12,DH AH  |  M UW V IY  |  HH AE D  |  AH  |  L AA T  |  AH V  |  N ER D AH D IY  |  AH N D  |  K ER S  |  W ER D Z  | ,The movie had a lot of nerdy and curse words.,The movie had a lot of nudity and curse words.,1137.14,122,15
t15.2024.07.21_b7_t13,T EY K  |  AH  |  P IY S  |  AH V  |  P IY P ER  |  T UW  |  D R AO  |  AA N  | ,Take a piece of paper to draw on.,Take a piece of paper to draw on.,934.09,105,12
t15.2024.07.21_b7_t14,AY  |  TH IH NG K  |  IH T S  |  IH M P AO R T AH N T  |  T UW  |  N OW  |  AH B AW T  |  DH IH S  | ,I think it's important to know about this,I think it's important to know about this.,847.15,111,11
t15.2024.07.21_b7_t15,Y UW  |  W IH L  |  L ER N  |  M AO R  |  AH B AW T  |  DH AH  |  K AE R AH K T ER Z  |  IH N  |  DH AH  |  B UH K  | ,You will learn more about the characters in the book.,You will learn more about the characters in the book.,937.13,121,14
t15.2024.07.21_b7_t16,P IY P AH L  |  AA R  |  HH AE V IH NG  |  DH EH R  |  S EH V AH ER  |  R AY T S  |  T AO K AH N  |  AH W EY  | ,People are having their sever rights taken away.,People are having their civil rights taken away.,941.76,116,12
t15.2024.07.21_b7_t17,W AH T  |  S AH M  |  AH V  |  DH IY Z  |  P IY P AH L  |  W EH N T  |  TH R UW  |  IH Z  |  T EH R AH B AH L  | ,What some of these people went through is terrible.,What some of these people went through is terrible.,1549.17,120,13
t15.2024.07.21_b7_t18,AY  |  P L EY D  |  AH  |  L AA R JH  |  R OW L  |  IH N  |  DH AE T  |  D IH S IH ZH AH N  | ,I played a large role in that decision.,I played a large role in that decision.,951.24,110,12
t15.2024.07.21_b7_t19,W IY  |  HH AE V  |  HH AE D  |  N UW  |  S N OW  |  DH IH S  |  W ER N T ER  | ,We have had new snow this winter.,We have had no snow this winter.,1129.83,102,11
t15.2024.07.21_b7_t20,V OW T  |  F AO R  |  Y AO R  |  T AA P  |  CH OY S  | ,Vote for your top choice,Vote for your top choice.,740.96,90,8
t15.2024.07.21_b7_t21,S AH M  |  AH V  |  DH EH M  |  D IH D  |  S EY  |  DH AE T  | ,Some of them did say that,Some of them did say that.,815.69,93,9
t15.2024.07.21_b7_t22,AY  |  K AE N  |  EH N JH ER S AE N T  |  DH EH R  |  V Y UW B OY N T  | ,I can understand their viewpoint.,I can understand their viewpoint.,966.97,98,9
t15.2024.07.21_b7_t23,D IH V AY D  |  DH AH  |  M AH N IY  |  AH P  |  B R IH G R IY  |  AO L  |  AH V  |  AH S  | ,"Divide the money up, Briggery, all of us.",Divide the money up between all of us.,1240.81,110,16
t15.2024.07.28_b6_t0,DH AE T  |  W UH D  |  B IY  |  D EH V IH S T EY T IH K  |  AY M  |  SH UH R  | ,"That would be devastating, I'm sure.",That would be devastating I'm sure.,799.75,101,11
t15.2024.07.28_b6_t1,IH F  |  IH N S  |  R AH N  |  B AY  |  DH AH  |  IH N ER V IH ZH AH W AH L  |  S T EH N T  | ,If in run by the intervisual stent,If it's run by the individual state.,900.33,108,12
t15.2024.07.28_b6_t2,IH T S  |  HH IH Z  |  T CH OY N T S  |  T UW  |  M EY K  | ,It’s his choice to make,It's his choice to make.,929.99,92,9
t15.2024.07.28_b6_t3,Y UW  |  JH AH S T  |  G EY V  |  IH T  |  AH W EY  | ,You just gave it away,You just gave it away.,1466.61,89,8
t15.2024.07.28_b6_t4,AA R  |  Y UW  |  T AO K IH NG  |  AH B AW T  |  DH AH  |  AE K S ER D  |  R EH N  |  S IH CH UW EY SH AH N  |  AO R  |  DH AH  |  OW N ER N  |  D IH P L IY SH AH N  | ,Are you talking about the accident situation or the owner depletion?,Are you talking about the acid rain situation or the ozone depletion?,1130.44,143,15
t15.2024.07.28_b6_t5,EH M P L OY M AH N T  |  EH N K AH M  | ,Employment income,Employment income.,917.52,80,5
t15.2024.07.28_b6_t6,AY  |  HH AE V  |  T UW  |  B IY  |  W IY R  |  K EH N F AH L  | ,I have to be very careful,I have to be real careful.,873.85,96,9
t15.2024.07.28_b6_t7,AY  |  HH OW P  |  Y UW  |  EH N JH OY D  |  DH IH S  |  AO T AH G AH L  | ,I hope you enjoyed this article,I hope you enjoyed this article.,810.36,99,9
t15.2024.07.28_b6_t8,M AY  |  AH N D AH N  |  T R AE V AH L Z  |  W IY K W AH N T L IY  | ,My unndun travels weakwuntly,My husband travels frequently.,887.06,96,12
t15.2024.07.28_b6_t9,DH EH R  |  N AA T  |  B AY IH NG  |  HH OW M Z  | ,They're not buying homes.,They're not buying homes.,838.82,85,8
t15.2024.07.28_b6_t10,DH AH  |  G ER L Z  |  AE T  |  S K UW L  |  AA R  |  AO L  |  R EH R IH NG  |  K L OW DH Z  |  F R AH M  |  DH AH  |  S IH S T IY Z  | ,The girls at school are all wearing clothes from the sixties.,The girls at school are all wearing clothes from the sixties.,987.17,131,16
t15.2024.07.28_b6_t11,Y UW  |  P R AA B AH B L IY  |  W AO T AH N T  |  W IY K AH N AY Z  |  M IY  | ,You probably want to weakenize me.,You probably wouldn't recognize me.,949.73,102,11
t15.2024.07.28_b6_t12,IH T  |  W AA Z  |  AA N  |  DH AH  |  N UW Z  |  EH V ER IY  |  N AY T  | ,It was on the news every night.,It was on the news every night.,843.95,100,11
t15.2024.07.28_b6_t13,IH Z S  |  S T AO R IY  |  IH Z  |  N AA T  |  AH N Y UW ZH UW AH L  | ,This story is not unusual,His story is not unusual.,939.51,97,8
t15.2024.07.28_b6_t14,DH AH  |  F IH K S  |  W AA Z  |  K UH K T  |  W IH DH  |  S AH M  |  AA L AH Z  | ,The fix was cooked with some olives.,The fish was cooked with some olives.,942.06,103,11
t15.2024.07.28_b6_t15,AY  |  HH AE D  |  F AW N  |  AH N D  |  EH N JH R IY  |  P OY N T  | ,I had found and injury point,I had found an entry point.,877.2,99,9
t15.2024.07.28_b6_t16,DH EY  |  D OW N T  |  K EH L  |  DH AH  |  AE N AH M AH S  | ,They don't kill the anonymous,They don't kill the animals.,737.85,91,8
t15.2024.07.28_b6_t17,S AE L IH NG  |  B AA T ER Z  |  AH V  |  W AO T ER  | ,Sailing boaters of water,Selling bottles of water.,995.3,87,9
t15.2024.07.28_b6_t18,B EY S AH S  |  AE Z  |  Y UW ZH AH W AH L  |  F AO R  |  T R EY D ER Z  | ,Basis as usual for traders,Business as usual for traders.,786.34,98,8
t15.2024.07.28_b6_t19,DH EY  |  G IH V  |  AH S  |  AH  |  B AE K AH L  |  D IY L  | ,They give us a backal deal,They gave us a special deal.,996.06,94,10
t15.2024.07.28_b6_t20,DH AH  |  R IY AA L AH T IY  |  IH Z  |  DH AE T S  |  Y UW ZH AH W AH L IY  |  N AA T  |  DH AH  |  K EY S  | ,The reality is that's usually not the case.,The reality is that's usually not the case.,788.4,118,12
t15.2024.07.28_b6_t21,AY  |  W AO N T ER  |  W EH R  |  DH EY  |  L ER K D  |  T UW  |  T UW  |  DH AE T  | ,"I wonder where they lurked to, to that.",I wonder where they learned to do that.,828.16,105,14
t15.2024.07.28_b6_t22,HH IY  |  K EH P T  |  IH Z  |  T OW N  |  L AY T  |  AH N D  |  K AE ZH AH W AH L  |  B AH T  |  F UW M  | ,He kept his tone light and casual but fume,"He kept his tone light and casual, but firm.",871.55,118,13
t15.2024.07.28_b6_t23,DH EH R  |  M UW V IY  |  T UW  |  F L AO R AH D AH  | ,They're moving to Florida.,They're moving to Florida.,811.59,88,8
t15.2024.07.28_b7_t0,AY  |  R IH L IY  |  L AY K  |  DH AE T  |  SH OW  | ,I really like that show,I really like that show.,862.66,88,8
t15.2024.07.28_b7_t1,AH  |  F IY L IY  |  G UH D  |  AH M AW N T  | ,I feel good amount,A fairly good amount.,690.08,86,7
t15.2024.07.28_b7_t2,DH AE T  |  P L IY Z D  |  M IY  | ,That pleased me,That pleased me.,819.45,80,6
t15.2024.07.28_b7_t3,W IY  |  AA R  |  G UH D  |  P IY P AH L  | ,We are good people,We are good people.,789.51,85,7
t15.2024.07.28_b7_t4,AY V  |  HH ER D  |  HH IH M  |  T AO K  |  AH B AW T  |  DH AE T  |  F AO R  |  AW ER Z  | ,I've heard him talk about that for hours,I've heard him talk about that for hours.,828.94,107,11
t15.2024.07.28_b7_t5,AH V  |  K AO R S  | ,Of course,Of course.,759.88,71,5
t15.2024.07.28_b7_t6,IH T  |  W AA Z AH N T  |  IY V IH N  |  F AH N IY  | ,It wasn't even funny,It wasn't even funny.,914.19,89,7
t15.2024.07.28_b7_t7,IH F  |  OW N L IY  |  AY  |  K UH D  |  R IH P EH P B ER  |  DH AH  |  N EY M  | ,If only I could remember the name,If only I could remember the name.,1197.07,103,10
t15.2024.07.28_b7_t8,AY  |  D OW N T  |  TH IH NG K  |  DH AH  |  T IY CH ER Z  |  AA R  |  DH AH  |  P R AA B L AH M  | ,I don't think the teachers are the problem.,I don't think the teachers are the problem.,1027.59,111,12
t15.2024.07.28_b7_t9,P AH B L IH K  |  R IY L EY SH AH N Z  | ,Public relations,Public relations.,649.11,80,5
t15.2024.07.28_b7_t10,IH T S  |  W IH R  |  IY Z IY  |  T UW  |  S W IH NG  |  IH N  |  DH EH R  |  F AO R  |  B R AE K F AH S T  | ,It’s where it’s easy to swing in there for breakfast.,It's real easy to swing in there for breakfast.,985.46,119,16
t15.2024.07.28_b7_t11,DH EH N  |  Y UW  |  F AY N D  |  IH T  |  AH G EH N  |  AH N D  |  L UW Z  |  IH T  |  AH G AW N  | ,Then you find it again and lose it again.,Then you find it again and lose it again.,923.89,113,13
t15.2024.07.28_b7_t12,W IY V  |  G AA T  |  F AO R  |  K IH D Z  | ,We've got four kids,We've got four kids.,761.78,85,7
t15.2024.07.28_b7_t13,M AY  |  L IH T AH L  |  K ER L  |  L AY K S  |  B L UW  |  M AO R  |  DH AE N  |  P IH K  | ,My little girl likes blue more than pink.,My little girl likes blue more than pink.,742.42,109,12
t15.2024.07.28_b7_t14,IH N  |  M EY  |  IH T  |  W IH L  |  B IY  |  F AY V  |  Y IH R Z  |  S IH K S  |  AY  |  M EH T  |  HH IH M  | ,"In May, it will be five years since I met him.",In May it will be five years since I met him.,1198.64,122,16
t15.2024.07.28_b7_t15,SH IY  |  Y EH S T  |  T UW  |  L AH V  |  T UW  |  D UW  |  S T AH F  |  L AY K  |  DH AE T  | ,She used to love to do stuff like that,She used to love to do stuff like that.,947.11,112,12
t15.2024.07.28_b7_t16,M AY  |  W AY F  |  AH N D  |  D AO T ER  |  W ER  |  K IH N AA P  | ,My wife and daughter were kidnapped.,My wife and daughter were kidnapped.,1082.73,96,10
t15.2024.07.28_b7_t17,S EH N T AH N  |  R IH S AO R D  |  W IH DH  |  IH Z  |  B ER TH  | ,Sentence restored with his birth,Satan rejoiced with his birth.,1025.04,94,8
t15.2024.07.28_b7_t18,IH T  |  W AA Z  |  IH Z  |  D IH S IH ZH AH N  |  AH N D  |  Y UW  |  HH AE V  |  T UW  |  R IY S B EH K T  |  IH T  | ,It was his decision and you have to respect it.,It was his decision and you have to respect it.,1032.78,124,14
