idx,n_candidates,prediction,ground_truth,time_ms,tokens_in,tokens_out
1175,5,My wife and daughter were kidnapped.,My wife and daughter were kidnapped.,708.09,362,7
1176,5,Sentence result with is both.,Satan rejoiced with his birth.,1204.43,348,6
1177,5,It was his decision and you have to respect it.,It was his decision and you have to respect it.,818.51,498,11
1178,5,"No, I didn't go to the store.",No I didn't go to the store.,1311.35,375,9
1179,5,We will head to Florida for vacation.,We will head to Florida for vacation.,1352.46,412,8
1180,5,Take a stacks of books or small quiet toys.,Take a stash of books or small quiet toys.,715.74,461,10
1181,5,I would reconsider where I was buying it from.,I would reconsider where I was buying it from.,1550.21,461,10
1182,5,It was rented at a third grade level.,It was written at a third grade level.,1055.71,424,9
1183,5,There never are not of that ransoms here.,They're doing a lot of good research here.,1176.72,432,11
1184,5,"If it does, the time.",If it does the job.,1847.42,307,7
1185,5,Do you like to drive?,Do you like to travel?,714.04,314,6
1186,5,The state and the city are content in its toll.,The state and the city are contradicting each other.,921.67,492,11
1187,5,I did prisoners' rights litigation.,How did researchers reach this conclusion?,716.81,399,7
1188,5,You don't need a passport.,You don't need a personal one.,1741.07,360,6
1189,5,The measure passed the House by a large margin.,The measure passed the House by a landslide vote.,1843.55,447,10
1190,5,They said he has a little talent to read.,They sent us a little booklet to read.,721.09,418,10
1191,5,Why is this such an unusual thing to do?,Why is this such an unusual thing to do?,915.69,450,10
1192,5,Report the rides in all.,Between the rows and all.,1023.4,322,6
1193,5,We have a day to soak up as much as we can.,We have a dog too so that adds to it.,921.24,439,13
1194,5,Took a seat on the bench.,Take a seat on the bench.,818.46,336,8
1195,5,My husband is real into jazz too.,My husband is real into sports too.,798.46,417,8
1196,5,I don't know if it's that serious.,I don't know if it's that serious.,837.6,377,8
1197,5,I'm going to visit relatives and do laundry.,I'm going to visit Florida and Louisiana.,971.5,433,9
1198,5,Cars have come down in price significantly.,Cars have come down in price significantly.,767.95,420,8
1199,5,When we bought it last year.,When we bought it last year.,921.52,358,7
1200,5,I kind of wish that they had a little luck for the most.,I kind of wish that they had a little league for the boys.,1009.52,553,14
1201,5,It's nice to have a bad dog.,It's nice to have a pet dog.,871.37,375,8
1202,5,That's one good thing about every account though.,That's one good thing about having a cat though.,778.8,465,9
1203,5,The newspaper settled lifting the debt.,The rich people started leaving the city.,1697.62,413,7
1204,5,"Actually, it makes sense to a certain extent.","Actually, it makes sense to a certain extent.",1677.34,458,10
1205,5,Doesn't seem like it so far.,Doesn't seem like it so far.,924.76,357,8
1206,5,When was it?,When was it?,817.84,263,4
1207,5,That's a science in itself.,That's a science in itself.,929.21,340,6
1208,5,But it didn't get the happy part of my movie.,But it didn't get the upper part of my body.,944.26,492,11
1209,5,When you decide to make a step.,When you decide to make the step.,1073.21,383,8
1210,5,We seem to agree on that.,We seem to agree on that.,1250.94,354,7
1211,5,Get the recipe from them.,Get the recipe from them.,921.03,347,6
1212,5,About three years ago.,About three years ago.,717.44,313,5
1213,5,What shall we do?,What shall we do?,708.95,288,5
1214,5,The immune system can slow down at first.,The immune system can slow down at first.,824.71,435,9
1215,5,I have two other sisters.,I have two other sisters.,818.82,329,6
1216,5,I think it could affect the outcome.,I think it could affect the outcome.,872.15,399,8
1217,5,Some of the students are failing the class.,Some of the students are failing the class.,902.91,435,9
1218,5,Now I remember it.,Now I remember it.,729.84,296,5
1219,5,I'm sure you will find something.,I'm sure you will find something.,987.14,365,7
1220,5,"About the same, I dress for school.",About the same I dress for school.,803.52,385,9
1221,5,I mean he's doing alright.,I mean he's doing alright.,721.07,337,6
1222,5,It was a real special day.,It was a real special day.,772.1,357,7
1223,5,I guess I never heard the history of that.,I guess I never heard the history of that.,785.81,439,10
1224,5,I wanted one of them to be on drugs.,I wouldn't want them to be on drugs.,702.55,420,10
1225,5,The neighbor across the street just moved in.,The neighbor across the street just moved in.,1678.68,444,9
1226,5,A natural gas explosion.,A natural gas explosion.,668.35,338,5
1227,5,Decisions that are being made by world leaders.,Decisions that are being made by world leaders.,1736.42,459,10
1228,5,She was delivered the next day.,She was delivered the next day.,1253.05,376,7
1229,5,I wouldn't say it's as bad as you.,I wouldn't say it's as bad as New York.,998.44,428,9
1230,5,He could get hurt.,He could get hurt.,716.58,296,5
1231,5,Some of them are our problems.,Some of them are our problems.,758.55,365,7
1232,5,Who would they ask for clarification?,Who would they ask for clarification?,778.53,377,7
1233,5,We all like my oldest brother.,We all like my oldest brother.,1022.2,373,7
1234,5,Did you see any of those?,Did you see any of those?,1590.76,354,7
1235,5,Don't you hate that?,Don't you hate that?,776.25,294,5
1236,5,It would be nice if they could get them together.,It would be nice if they could get them together.,918.85,474,11
1237,5,But do you think Bill Gates should resign?,But do you think Bill Gates should resign?,936.7,429,9
1238,5,"Evidently, he was elected president.",Evidently he was elected president.,895.35,405,9
1239,5,We not have we're pretty here and there.,We met half way between here and there.,735.79,444,9
1240,5,I'm getting a bad feeling here.,I'm getting a gut feeling here.,1800.18,367,7
1241,5,None it rents up by the cost.,Does it justify the cost?,811.6,339,8
1242,5,"Well, it's a little bit crazy.",While it's healing take it easy.,720.03,365,8
1243,5,So that's got everybody extorted.,So that's got everybody excited.,743.3,378,7
1244,5,Didn't mean to cut you off there.,Didn't mean to cut you off there.,1023.23,393,8
1245,5,These cars just want attention.,These guys just want attention.,670.17,367,6
1246,5,To really challenge them.,To really challenge them.,658.01,321,5
1247,5,It's actually the first car we ever bought new.,It's actually the first car we ever bought new.,1071.07,469,10
1248,5,Counting things quantitatively is usually the way to go.,Keeping things concise is usually the way to go.,690.63,497,11
1249,5,When I had my magazines at home.,When I had my magazines at home.,796.61,399,8
1250,5,That's really funny but also disturbing.,That's really funny but also disturbing.,793.61,409,7
1251,5,I apologize for the disturbance.,Are you pleased with this decision?,1867.91,354,6
1252,5,The dog is just over the hill here.,The town is just over the hill here.,861.86,432,9
1253,5,It is totally ridiculous.,It is totally ridiculous.,863.05,328,5
1254,5,"It, at the most, that is jarring to book.","In other words, there is a choice to make.",935.92,420,13
1255,5,That do the from beg your.,That does not seem quite fair.,725.08,348,7
1256,5,That is opportunity.,That is horrible.,709.82,284,4
1257,5,Fill the jug to the top with boiling water.,Fill the jar to the top with boiling water.,1225.98,449,10
1258,5,It was a close football game.,It was a prime time football game.,717.97,389,7
1259,5,It is all pretty good luck this year.,She has had really good luck this year.,817.48,417,9
1260,5,I went back to school and got my master's degree.,I went back to school and got my Master's degree.,829.95,502,11
1261,5,I hope other things work out up there.,I hope everything works out up there.,772.05,384,9
1262,5,I hope this is temptation.,Are you pleased with this decision?,751.49,392,6
1263,5,The town is just over the hill here.,The town is just over the hill here.,778.44,411,9
1264,5,It is totally rational.,It is totally ridiculous.,684.58,347,5
1265,5,"In other words, there is a choice to make.","In other words, there is a choice to make.",892.4,433,11
1266,5,That is that same word for word.,That does not seem quite fair.,835.94,352,8
1267,5,That is correct.,That is horrible.,716.22,285,4
1268,5,Fill the tray to the top with boiling water.,Fill the jar to the top with boiling water.,790.34,453,10
1269,5,It was a big time soccer game.,It was a prime time football game.,760.78,377,8
1270,5,She have had pretty good luck this year.,She has had really good luck this year.,783.42,426,9
1271,5,I went back to school and got my master's degree.,I went back to school and got my Master's degree.,838.09,489,11
1272,5,In the next five years.,In the next five years.,800.33,329,6
1273,5,College credit for community service is a good idea.,College credit for community service is a good idea.,770.99,514,10
1274,5,Ethical and religious fields are need and measure.,Ethical and religious views on need and pleasure.,763.42,499,10
1275,5,The government offers financial services.,The government offers financial services.,598.82,397,6
1276,5,Mix some cream sauce with it and pour it over rice.,Mix some cream sauce with it and pour it over rice.,877.73,497,12
1277,5,People are stamping out of school.,People are dropping out of school.,701.59,383,7
1278,5,A lot of chicken and rice.,A lot of chicken and rice.,789.49,359,7
1279,5,"As soon as I knew, as I had them.",As soon as I had them.,826.94,336,11
1280,5,I was tired during that whole month.,I was tired during that whole month.,1123.12,398,8
1281,5,We hope you enjoy your stay.,We hope you enjoy your stay!,1631.98,364,7
1282,5,We are not trying to resent them or anything.,We are not trying to mistreat them or anything.,749.64,476,10
1283,5,How can I avoid being infected by a virus?,How can I avoid being infected by a virus?,784.84,461,10
1284,5,You don't have to be an expert to play this game.,You don't have to be an expert to play this game.,716.38,502,12
1285,5,I live in a farming community.,I live in a farming community.,731.56,380,7
1286,5,Do you have any friends with older children?,Do you have any friends with older children?,805.58,446,9
1287,5,"When things don't go right, you have to adjust.",When things don't go right you have to adjust.,817.38,467,11
1288,5,What should I do?,What should I do?,651.44,283,5
1289,5,The precipitation of a church rain dissolved.,The first demonstration of a touch screen display.,882.98,462,8
1290,5,Not in a civilized society.,Not in a civilized society.,725.91,355,6
1291,5,And they really seem wise.,And they really seem wise.,666.74,334,6
1292,5,They're not really even participating.,They're not really even participating.,857.22,392,6
1293,5,Not with all the other things going on today.,Not with all the other things going on today.,789.71,444,10
1294,5,We used to always enjoy watching that show.,We used to always enjoy watching that show.,748.64,445,9
1295,5,You go on outside and play.,You go on outside and play.,676.44,351,7
1296,5,So do you like your new truck?,So do you like your new truck?,788.39,371,8
1297,5,You'd think that it was a private school.,You'd think that it was a private school.,887.73,449,10
1298,5,They've started a drug testing policy.,They've started a drug testing policy.,919.63,413,8
1299,5,I think there's about seventy-five people here.,I think there's about seventy five people here.,820.74,462,9
1300,5,Whatever they told you is a lie.,Whatever they tell you is a lie.,816.97,365,8
1301,5,They can't do as to of a gum.,They can't do as good of a job.,818.17,382,9
1302,5,"Everybody is still here, starving.",Everybody is sitting here screaming.,818.66,376,7
1303,5,I just can't do those type of puzzles.,I just can't do those types of puzzles.,1843.31,429,9
1304,5,"If their grades are average, they're allowed to ride.",If their skirts are above the knee they are too short.,787.43,491,11
1305,5,How long have you lived in this house?,How long have you lived in this house?,833.4,401,9
1306,5,Occasionally it gives a pretty offender.,Especially if he's a repeat offender.,848.3,418,9
1307,5,It's a high tech industry.,It's a quick growing industry.,799.06,360,6
1308,5,Some new techs are manager.,Some new types of furniture.,1071.25,339,7
1309,5,This is where I am.,That's where I am.,830.34,275,6
1310,5,It was about nine o'clock at night.,It was about nine o'clock at night.,768.38,383,9
1311,5,How is so bass at your new job?,How is your boss at your new job?,867.83,389,9
1312,5,Which is probably about what their opportunity is.,Which is probably about what their equity is.,811.7,464,9
1313,5,My song is the main in the Gatorade commercial.,My father is the man in the corduroy jacket.,941.67,445,12
1314,5,They could read anything.,They can't read anything.,2191.34,314,5
1315,5,The two scenes of what are happy.,The two seats up front are empty.,1018.27,381,8
1316,5,Keep it clean please.,Keep it clean please.,676.06,314,5
1317,5,I think it's just that you see you can trust probably.,I think it's good that you see your cousins frequently.,806.56,506,12
1318,5,About how many calls have you made on this shift?,About how many calls have you made on this system?,1016.63,492,11
1319,5,I don't know what to think about that.,I don't know what you think about that.,822.16,413,9
1320,5,It slowly grew well and outgrew the pale wall.,"Eat slowly, chew well, and enjoy the meal.",789.52,462,12
1321,5,I'd like to see relevance of the claims.,I'd like to see Silence of the Lambs.,868.95,421,9
1322,5,Just a few miles north of here.,Just forty miles north of here.,855.13,386,8
1323,5,Look at the successes.,Look at the statistics.,1543.87,300,5
1324,5,Who did they play?,Who did they play?,913.1,284,5
1325,5,Losers all the way around.,Losers all the way around.,921.03,332,7
1326,5,"I threw a penalty, I think.",I drove a Cadillac back then.,820.53,348,8
1327,5,I want them to come back up this year.,I want them to come back up next year.,866.57,425,10
1328,5,You did unsustained things.,You don't understand this.,812.22,317,7
1329,5,It doesn't seem that low.,It doesn't seem that long.,673.89,327,6
1330,5,"This is an infraction of privacy, you know.",This is an invasion of privacy issue.,1713.68,432,11
1331,5,A really good thing to do.,A really good thing to do.,877.02,344,7
1332,5,The only other place I've ever vacationed.,The only other place I've ever vacationed.,884.31,416,9
1333,5,They had skirmishes and story time and everything.,They had snacks and story time and everything.,1595.52,459,11
1334,5,Beyoncé is a star that they could rely on.,Because of a service that they could provide.,838.18,424,12
1335,5,Don't just wish the question to be so.,Not just with the visit to Pittsburgh.,858.41,402,9
1336,5,There's two tenacious.,There's no deductions.,918.63,284,5
1337,5,What if you were in your kid's shoes?,What if you were in your kid's shoes?,928.9,408,10
1338,5,I don't know if you've tried it.,I don't know if you've tried it.,904.76,372,8
1339,5,Paramount Pictures was doing a cameo.,Barometric pressure drops during a tornado.,764.25,415,8
1340,5,Favor him not and keep him warm.,Cover him up and keep him warm.,774.5,389,8
1341,5,They're very affectionate with one another.,They're very affectionate with one another.,1659.95,407,7
